YEAR,TEAM NO,TEAM,SEED,ROUND,NET RPI,RESUME,WAB RANK,ELO,B POWER,Q1 W,Q2 W,Q1 PLUS Q2 W,Q3 Q4 L,PLUS 500,R SCORE,BID TYPE
2010,137,Wake Forest,9,32,39,16,42,59,54,6,3,9,0,9,83.8,At-Large
2010,136,Washington,11,16,41,33,40,31,33,3,5,8,4,15,87.3,Auto
2010,135,West Virginia,2,4,4,2,4,4,4,9,9,18,0,21,99.9,Auto
2010,134,Winthrop,16,68,160,192,178,163,214,0,0,0,8,4,0,Auto
2010,133,Wisconsin,4,32,21,13,19,33,5,6,3,9,1,15,99.5,At-Large
2010,132,Wofford,13,64,69,117,65,42,83,0,2,2,3,17,0.2,Auto
2010,131,Xavier,6,16,19,38,25,15,23,3,7,10,0,16,96.9,At-Large
2009,130,Akron,13,64,99,104,115,89,94,1,4,5,6,10,0,Auto
2009,129,Alabama St.,16,68,179,159,112,130,186,0,0,0,4,11,0,Auto
2009,128,American,14,64,73,137,80,59,114,0,0,0,3,17,0,Auto
2009,127,Arizona,12,16,62,24,41,69,37,6,2,8,1,6,54.5,At-Large
2009,126,Arizona St.,6,32,31,21,16,23,11,7,5,12,1,15,98.4,At-Large
2009,125,Binghamton,15,64,88,177,99,84,177,0,2,2,8,14,0,Auto
2009,124,Boston College,7,64,60,35,44,54,64,4,3,7,3,11,65.9,At-Large
2009,123,Butler,9,64,24,47,31,22,35,2,10,12,2,20,91.1,At-Large
2009,122,BYU,8,64,29,37,34,21,19,4,4,8,0,17,94.9,At-Large
2009,121,Cal St. Northridge,15,64,127,183,133,112,108,0,0,0,10,3,0,Auto
2009,120,California,7,64,39,19,24,48,27,5,6,11,3,12,96.2,At-Large
2009,119,Chattanooga,16,64,174,160,191,184,209,1,0,1,9,0,0,Auto
2009,118,Clemson,7,64,28,43,26,39,22,3,5,8,2,15,95.6,At-Large
2009,117,Cleveland St.,13,32,52,58,66,38,72,2,3,5,3,12,8.8,Auto
2009,116,Connecticut,1,4,8,7,1,6,4,8,7,15,0,23,99.9,At-Large
2009,115,Cornell,14,64,115,194,106,107,104,0,0,0,5,10,0,Auto
2009,114,Dayton,11,32,27,48,39,41,83,3,7,10,3,19,76.5,At-Large
2009,113,Duke,2,16,1,4,4,5,7,7,11,18,0,22,99.9,Auto
2009,112,East Tennessee St.,16,64,116,208,122,100,109,0,0,0,8,12,0,Auto
2009,111,Florida St.,5,64,15,32,14,17,38,5,6,11,0,16,98.6,At-Large
2009,110,Gonzaga,4,16,26,20,18,9,5,6,2,8,1,20,98.9,Auto
2009,109,Illinois,5,64,22,8,21,29,23,9,3,12,0,15,99.1,At-Large
2009,108,Kansas,3,16,11,5,12,12,13,9,5,14,2,18,99.8,At-Large
2009,107,Louisville,1,8,4,2,3,2,6,9,7,16,0,23,99.9,Auto
2009,106,LSU,8,32,37,51,32,28,45,1,10,11,1,19,73.4,At-Large
2009,105,Marquette,6,32,35,40,22,34,20,3,6,9,1,15,94.2,At-Large
2009,104,Maryland,10,32,55,29,49,61,55,4,4,8,2,7,54.2,At-Large
2009,103,Memphis,2,16,7,26,8,1,2,4,11,15,0,28,99.9,Auto
2009,102,Michigan,10,32,44,18,40,55,49,6,4,10,1,6,84.7,At-Large
2009,101,Michigan St.,2,2,6,1,7,7,14,13,3,16,0,20,99.9,At-Large
2009,100,Minnesota,10,64,42,27,36,53,39,5,4,9,0,11,86.7,At-Large
2009,99,Mississippi St.,13,64,63,49,71,46,70,3,7,10,4,10,6.1,Auto
2009,98,Missouri,3,8,10,9,9,8,10,7,5,12,0,22,99.8,Auto
2009,97,Morehead St.,16,64,141,251,188,143,164,0,0,0,12,2,0,Auto
2009,96,Morgan St.,15,64,130,180,119,101,147,0,1,1,6,11,0,Auto
2009,95,North Carolina,1,1,3,12,5,3,3,5,9,14,0,23,99.9,At-Large
2009,94,North Dakota St.,14,64,87,138,59,37,61,0,0,0,3,18,0,Auto
2009,93,Northern Iowa,12,64,59,53,72,45,82,4,6,10,6,12,3.8,Auto
2009,92,Ohio St.,8,64,32,14,23,30,34,7,4,11,0,12,97.4,At-Large
2009,91,Oklahoma,2,8,5,6,6,10,12,10,7,17,1,22,99.9,At-Large
2009,90,Oklahoma St.,8,32,19,33,28,31,29,4,5,9,0,11,97.6,At-Large
2009,89,Pittsburgh,1,8,2,3,2,4,1,8,8,16,0,23,100,At-Large
2009,88,Portland St.,13,64,113,148,95,96,112,1,0,1,7,11,0,Auto
2009,87,Purdue,5,16,20,13,20,16,15,8,5,13,0,16,99.2,Auto
2009,86,Radford,16,64,132,166,130,108,170,0,0,0,7,7,0,Auto
2009,85,Robert Morris,15,64,109,195,111,95,145,0,0,0,6,14,0,Auto
2009,84,Siena,9,32,18,67,48,25,73,2,6,8,2,19,58.1,Auto
2009,83,Stephen F. Austin,14,64,74,156,82,62,96,0,1,1,6,13,0,Auto
2009,82,Syracuse,3,16,12,10,11,13,18,6,4,10,0,16,99.7,At-Large
2009,81,Temple,11,64,30,45,55,35,51,2,7,9,3,11,61.8,Auto
2009,80,Tennessee,9,64,25,46,38,49,32,2,9,11,1,9,89.9,At-Large
2009,79,Texas,7,32,41,17,29,42,26,6,4,10,1,11,95.4,At-Large
2009,78,Texas A&M,9,32,36,38,35,43,50,4,4,8,1,13,84.5,At-Large
2009,77,UCLA,6,32,33,31,17,20,8,5,6,11,0,17,97.4,At-Large
2009,76,USC,10,32,38,44,33,33,30,5,4,9,3,9,85.4,Auto
2009,75,Utah,5,64,9,41,27,18,25,5,7,12,1,16,98.2,Auto
2009,74,Utah St.,11,64,23,78,30,19,43,1,3,4,1,25,78.5,Auto
2009,73,VCU,11,64,50,125,79,50,57,0,4,4,4,15,0.8,Auto
2009,72,Villanova,3,4,13,11,10,11,17,7,6,13,0,19,99.7,At-Large
2009,71,Wake Forest,4,64,16,15,13,15,21,6,6,12,2,18,99.6,At-Large
2009,70,Washington,4,32,14,28,15,14,16,6,4,10,1,16,99.2,At-Large
2009,69,West Virginia,6,64,21,34,19,24,9,3,8,11,0,12,98.8,At-Large
2009,68,Western Kentucky,12,32,43,98,77,52,92,1,2,3,4,15,0,Auto
2009,67,Wisconsin,12,32,45,42,47,58,28,4,5,9,1,7,67.2,At-Large
2009,66,Xavier,4,16,17,25,25,27,24,5,6,11,2,18,98.8,At-Large
2008,65,American,15,64,91,183,135,98,149,0,1,1,8,10,0,Auto
2008,64,Arizona,10,64,37,16,36,59,19,5,5,10,2,4,91.8,At-Large
2008,63,Arkansas,9,32,31,15,43,42,42,6,3,9,4,11,95,At-Large
2008,62,Austin Peay,15,64,84,165,127,100,163,0,2,2,5,14,0,Auto
2008,61,Baylor,11,64,43,56,35,55,38,3,4,7,1,10,63.1,At-Large
2008,60,Belmont,15,64,79,177,92,73,140,0,0,0,4,16,0,Auto
2008,59,Boise St.,14,64,87,79,77,60,126,1,4,5,4,16,0.1,Auto
2008,58,Butler,7,32,17,64,17,9,26,1,9,10,0,26,96.9,Auto
2008,57,BYU,8,64,25,42,29,19,34,2,6,8,0,20,93.5,At-Large
2008,56,Cal St. Fullerton,14,64,80,129,88,51,87,0,1,1,3,15,0,Auto
2008,55,Clemson,5,64,19,33,19,20,12,4,5,9,0,14,98.7,At-Large
2008,54,Connecticut,4,64,18,13,21,22,28,6,2,8,2,16,99.2,At-Large
2008,53,Coppin St.,16,68,228,287,266,224,297,0,0,0,13,-6,0,Auto
2008,52,Cornell,14,64,65,137,62,56,115,0,1,1,2,16,0,Auto
2008,51,Davidson,10,8,35,138,34,14,18,0,0,0,2,19,10.2,Auto
2008,50,Drake,5,64,10,20,12,10,14,7,1,8,2,22,99.7,Auto
2008,49,Duke,2,32,7,5,6,11,5,7,7,14,0,22,99.9,At-Large
2008,48,George Mason,12,64,61,101,93,75,77,2,2,4,7,13,0.2,Auto
2008,47,Georgetown,2,32,8,14,9,7,7,6,4,10,0,22,99.8,At-Large
2008,46,Georgia,14,64,98,54,99,95,94,4,3,7,4,0,0,Auto
2008,45,Gonzaga,7,64,30,34,32,28,25,4,5,9,0,18,93.8,At-Large
2008,44,Indiana,8,64,22,31,15,31,24,5,3,8,2,18,98.1,At-Large
2008,43,Kansas,1,1,5,11,3,4,1,8,7,15,0,27,99.9,Auto
2008,42,Kansas St.,11,32,50,50,38,52,29,3,3,6,1,8,68.7,At-Large
2008,41,Kent St.,9,64,21,62,30,17,47,2,9,11,3,22,85,Auto
2008,40,Kentucky,11,64,57,30,60,58,83,4,3,7,1,6,32.3,At-Large
2008,39,Louisville,3,8,13,6,16,15,11,7,4,11,2,16,99.7,At-Large
2008,38,Marquette,6,32,20,28,22,27,16,4,3,7,0,14,98.8,At-Large
2008,37,Memphis,1,2,3,12,5,3,3,6,9,15,0,32,100,Auto
2008,36,Miami FL,7,32,34,37,33,44,44,3,5,8,3,11,89.4,At-Large
2008,35,Michigan St.,5,16,16,17,13,24,17,6,0,6,2,17,99.5,At-Large
2008,34,Mississippi St.,8,32,40,71,42,34,35,2,3,5,0,12,53.2,At-Large
2008,33,Mississippi Valley St.,16,64,223,259,199,221,304,0,0,0,9,0,0,Auto
2008,32,Mount St. Mary's,16,64,159,192,186,133,170,0,0,0,11,4,0,Auto
2008,31,North Carolina,1,4,2,2,1,1,4,9,11,20,0,30,100,Auto
2008,30,Notre Dame,5,32,26,18,20,18,27,5,2,7,0,17,98.5,At-Large
2008,29,Oklahoma,6,32,27,25,27,36,40,6,5,11,1,11,95.5,At-Large
2008,28,Oral Roberts,13,64,53,112,58,50,73,0,4,4,2,15,1.1,Auto
2008,27,Oregon,9,64,58,39,39,63,32,4,4,8,2,5,53.3,At-Large
2008,26,Pittsburgh,4,32,15,10,11,16,23,6,3,9,2,16,99.7,Auto
2008,25,Portland St.,16,64,90,168,91,70,108,0,2,2,6,12,0,Auto
2008,24,Purdue,6,32,45,19,23,26,30,5,0,5,4,16,94.8,At-Large
2008,23,Saint Joseph's,11,64,44,23,61,48,43,5,3,8,4,9,63.6,At-Large
2008,22,Saint Mary's,10,64,36,53,37,37,36,2,5,7,0,18,74.6,At-Large
2008,21,San Diego,13,32,94,72,102,72,122,3,1,4,2,7,0,Auto
2008,20,Siena,13,32,66,104,97,64,99,1,1,2,6,12,0.1,Auto
2008,19,South Alabama,10,64,38,70,50,41,56,3,1,4,3,18,39.1,At-Large
2008,18,Stanford,3,16,14,8,10,12,9,7,6,13,0,19,99.7,At-Large
2008,17,Temple,12,64,47,43,70,35,60,4,4,8,4,9,21,Auto
2008,16,Tennessee,2,16,1,4,4,6,15,11,5,16,0,24,99.9,At-Large
2008,15,Texas,2,8,6,3,7,8,8,11,6,17,1,21,99.9,At-Large
2008,14,Texas A&M,9,32,41,29,26,38,22,5,3,8,0,13,93.4,At-Large
2008,13,UCLA,1,4,4,1,2,2,2,11,9,20,1,27,100,Auto
2008,12,UMBC,15,64,88,169,84,77,127,0,1,1,6,15,0,Auto
2008,11,UNLV,8,32,24,40,31,21,50,2,7,9,1,18,90.5,Auto
2008,10,USC,6,64,28,21,25,32,21,4,8,12,1,10,98.2,At-Large
2008,9,UT Arlington,16,64,147,178,156,149,179,0,2,2,7,6,0,Auto
2008,8,Vanderbilt,4,64,12,22,24,30,51,4,9,13,1,19,98.2,At-Large
2008,7,Villanova,12,16,51,36,45,47,55,4,3,7,4,8,60.8,At-Large
2008,6,Washington St.,4,16,23,35,14,23,10,4,8,12,0,16,98.6,At-Large
2008,5,West Virginia,7,16,29,32,28,29,20,3,2,5,1,13,96.8,At-Large
2008,4,Western Kentucky,12,16,39,124,46,25,45,0,1,1,1,19,5.3,Auto
2008,3,Winthrop,13,64,108,121,108,93,96,1,2,3,7,9,0,Auto
2008,2,Wisconsin,3,16,11,9,8,5,6,6,2,8,0,25,99.9,Auto
2008,1,Xavier,3,8,9,7,18,13,13,9,3,12,0,21,99.7,At-Large
